Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Species Comments,Checklist Comments
S35429146,Canada Goose,Branta canadensis,277,3,CA-BC,Metro Vancouver,Stanley Park--Lost Lagoon,49.295632,-123.1403017,03-25-2017,03:17 PM,eBird - Traveling Count,10,1,.5,,3
S36437987,Canada Goose,Branta canadensis,277,20,CA-BC,Metro Vancouver,Steveston--Garry Point,49.1250977,-123.1987519,04-30-2017,03:25 PM,eBird - Traveling Count,65,1,1.2,,3
S35418558,Canada Goose,Branta canadensis,277,7,CA-BC,Metro Vancouver,Vancouver--Devonian Harbour Park,49.29466,-123.13543,03-25-2017,11:14 AM,eBird - Stationary Count,15,1,,,3
S38386412,Canada Goose,Branta canadensis,277,23,CA-BC,Metro Vancouver,Vancouver--English Bay Beach,49.28576,-123.1426,07-29-2017,07:15 PM,eBird - Stationary Count,25,1,,,2
S35696911,Canada Goose,Branta canadensis,277,5,CA-BC,Metro Vancouver,Vancouver--Trout Lake (John Hendry Park),49.255958,-123.062325,04-04-2017,11:25 AM,eBird - Traveling Count,73,1,1.5,,2
S34588894,Canada Goose,Branta canadensis,277,1,CA-BC,Metro Vancouver,Walk to mall,49.248071,-122.8995805,02-20-2017,02:26 PM,eBird - Traveling Count,46,1,.7,,2,,On top of building
S34597446,Canada Goose,Branta canadensis,277,3,CA-BC,Metro Vancouver,Walk to mall,49.248071,-122.8995805,02-20-2017,05:40 PM,eBird - Traveling Count,10,1,.6,,2,,Flying formation overhead
S35105290,Canada Goose,Branta canadensis,277,2,CA-BC,Metro Vancouver,Walk to mall,49.248071,-122.8995805,03-10-2017,12:54 PM,eBird - Traveling Count,7,1,.2,,2,,Same two seen previously.
S35239811,Canada Goose,Branta canadensis,277,2,CA-BC,Metro Vancouver,Walk to mall,49.248071,-122.8995805,03-17-2017,01:20 PM,eBird - Traveling Count,15,1,.6,,2,,Continuing female /Male pair. 
S35239815,Canada Goose,Branta canadensis,277,2,CA-BC,Metro Vancouver,Walk to mall,49.248071,-122.8995805,03-17-2017,02:12 PM,eBird - Traveling Count,15,1,.6,,2
S35560368,Canada Goose,Branta canadensis,277,4,CA-BC,Metro Vancouver,Walk to mall,49.248071,-122.8995805,03-29-2017,06:09 PM,eBird - Traveling Count,16,1,.7,,2
S36105235,Canada Goose,Branta canadensis,277,1,CA-BC,Metro Vancouver,Walk to mall,49.248071,-122.8995805,04-19-2017,12:45 PM,eBird - Traveling Count,14,1,.5,,2
S36105238,Canada Goose,Branta canadensis,277,1,CA-BC,Metro Vancouver,Walk to mall,49.248071,-122.8995805,04-19-2017,01:50 PM,eBird - Traveling Count,8,1,.3,,2
